"","id","nc","c1.x","c1.y","c2.x","c2.y","c3.x","c3.y","c4.x","c4.y","c5.x","c5.y","dc.km.1_2","dc.km.1_3","dc.km.1_4","dc.km.1_5","dc.km.2_3","dc.km.2_4","dc.km.2_5","dc.km.3_4","dc.km.3_5","dc.km.4_5","o.1_2","o.1_3","o.1_4","o.1_5","o.2_3","o.2_4","o.2_5","o.3_4","o.3_5","o.4_5","p.1_2","p.1_3","p.1_4","p.1_5","p.2_3","p.2_4","p.2_5","p.3_4","p.3_5","p.4_5","dur1.td","dur2.td","dur3.td","dur4.td","dur5.td"
"65","year2.C1239pk","5",724763.005814853,4759599.6125502,725514.95546062,4760651.85541531,723571.500668483,4759888.00209659,726137.413405314,4759010.98227511,724891.632334873,4758263.00710952,1.29330712398371,1.22590906852762,1.4951527766285,1.34278028198868,2.08817825426596,1.7549696735633,2.46883129175663,2.71165483428487,2.09364665706073,1.45307856766639,0.00240824042911185,0.00020908719575449,0.000168927949303476,0.00205978748264167,8.33449850674208e-05,0.00244245128501328,0,0,0.000218465383442936,0.0172481685640118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.49375,30.3729166666667,30.1256944444444,22.125,10.2465277777778
"66","year2.C1809gy","3",708889.935902418,4769706.91065788,708322.293461727,4770547.96711699,708244.004184364,4769041.42963208,NA,NA,NA,NA,1.01468906955949,0.92741187187113,NA,NA,1.50857031801119,NA,NA,NA,NA,NA,0.00663303325267908,0.0129419574021609,NA,NA,0.000579391705414462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9881944444444,63.9923611111111,33.7375,NA,NA
"67","year2.C1833gy","2",737510.722459662,4778658.3378152,731798.529165743,4779252.27261837,NA,NA,NA,NA,NA,NA,5.74298796599059,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91633596604245e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.128472222222,124.745138888889,NA,NA,NA
"68","year2.C2003we","2",742843.377043157,4765632.69828884,737935.731619719,4762242.53199256,NA,NA,NA,NA,NA,NA,5.96474736418686,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000813786948211761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8715277777778,301.753472222222,NA,NA,NA
"69","year2.C2024we","3",743228.932363839,4764938.47590154,741867.814513858,4764829.41507122,742531.029345537,4763195.85053379,NA,NA,NA,NA,1.36548015959551,1.8771818759175,NA,NA,1.76306182843575,NA,NA,NA,NA,NA,0.0168447211095002,0.00310376759175741,NA,NA,0.000749631679660198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3611111111111,71.2486111111111,77.3736111111111,NA,NA
"70","year2.C2087gy","2",717297.795496342,4705970.18364255,707709.139143769,4703664.60170071,NA,NA,NA,NA,NA,NA,9.86194903344534,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013786942451101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.747222222222,198.504861111111,NA,NA,NA
"71","year2.C2101yw","2",709392.325590416,4764531.12563264,701163.007560034,4767511.62553442,NA,NA,NA,NA,NA,NA,8.75243137131937,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6222222222222,314.247916666667,NA,NA,NA
"72","year2.C2106yw","2",705511.884211262,4765649.1901034,705365.313691491,4767364.53198042,NA,NA,NA,NA,NA,NA,1.72159248149687,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00285676541190433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.864583333333,134.126388888889,NA,NA,NA
"73","year2.C2129pk","5",746931.105375457,4763594.06212139,745888.099739509,4764614.12650856,744677.468930867,4763728.89907569,747435.372507466,4765146.08795364,749030.232629703,4764596.91050327,1.45890099410358,2.25766654504817,1.63189139478835,2.32637918374301,1.49975150032983,1.63616502758964,3.14218005379715,3.10071869952625,4.4384677149115,1.68676456018531,0.00838149557852772,0,0.00287660420229321,0.000360420173458816,0.0105187312514541,0.00016898508044535,0,0,0,0.000173183645558394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.11875,23.9958333333333,16.4951388888889,62.2472222222222,28.4993055555556
"74","year2.C2148be","4",750606.048878011,4772550.5964685,751298.923803211,4773232.05438362,750377.565949588,4773279.49956028,751597.982267812,4772233.18124047,NA,NA,0.971833603067433,0.763874443732971,1.04148176978102,NA,0.92257863579307,1.04268092979155,NA,1.60754409462214,NA,NA,0.000702791705437596,0.00515626072418598,0.0111677050283509,NA,0.0093110269896673,0.00898652484032428,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9972222222222,44.6319444444444,75.3638888888889,8.24791666666667,NA
"75","year3.C1239pk","3",724224.554750745,4759986.95594856,725981.276934129,4758410.10587843,726558.667057232,4760243.08347359,NA,NA,NA,NA,2.36062046362167,2.34812298833965,NA,NA,1.92176643185568,NA,NA,NA,NA,NA,0.00170232411439112,0.00508484989589091,NA,NA,0.00667624591890562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2451388888889,146.744444444444,33.9979166666667,NA,NA
